k,question_number,question,gold_answer,prediction,f1,retrieved_docs
1,10,the stone tools associated with neandertal populations were first identified at the site of,Neanderthal Currently earliest fossils of Neanderthals in Europe are dated,Neandertal skeleton Neandertals have long been found in,0.11111111111111112,"['Bantu-speaking peoples who founded tribes during the Bantu expansions largely displaced and absorbed the earliest inhabitants of the region, the Pygmy people, about 1500 BC. The Bakongo, a Bantu ethnic group that also occupied parts of present-day Angola, Gabon, and Democratic Republic of the Congo, formed the basis for ethnic affinities and rivalries among those countries. Several Bantu kingdoms—notably those of the Kongo, the Loango, and the Teke—built trade links leading into the Congo River basin.']"
1,11,who plays shane cantrell on when calls the heart,"Niall Matter Matter attended the 2nd annual ""Hearties Family Reunion""", He made his film debut at the Summer Olympics in,0.0,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.']"
1,12,what are the four basic forces of nature,"Fundamental interaction In physics, the fundamental interactions, also known as",itation (nature) The three basic forces of nature are the,0.0,"[""Dog behavior is the internally coordinated responses (actions or inactions) of the domestic dog (individuals or groups) to internal and/or external stimuli. As the oldest domesticated species, with estimates ranging from 9,000–30,000 years BCE, the minds of dogs inevitably have been shaped by millennia of contact with humans. As a result of this physical and social evolution, dogs, more than any other species, have acquired the ability to understand and communicate with humans and they are uniquely attuned to our behaviors. Behavioral scientists have uncovered a surprising set of social-cognitive abilities in the otherwise humble domestic dog. These abilities are not possessed by the dog's closest canine relatives nor by other highly intelligent mammals such as great apes. Rather, these skills parallel some of the social-cognitive skills of human children.""]"
1,13,why mumbai is called financial capital of india,Mumbai Mumbai is India's largest city (by population) and is,Mumbai (India) Mumbaai (English: /m,0.25000000000000006,"[""New York is a global hub of international business and commerce. In 2012, New York City topped the first Global Economic Power Index, published by The Atlantic (to be differentiated from a namesake list published by the Martin Prosperity Institute), with cities ranked according to criteria reflecting their presence on similar lists as published by other entities. The city is a major center for banking and finance, retailing, world trade, transportation, tourism, real estate, new media as well as traditional media, advertising, legal services, accountancy, insurance, theater, fashion, and the arts in the United States; while Silicon Alley, metonymous for New York's broad-spectrum high technology sphere, continues to expand. The Port of New York and New Jersey is also a major economic engine, handling record cargo volume in the first half of 2014.""]"
1,14,when does izzy get sick in grey's anatomy,Izzie Stevens Heigl garnered critical acclaim for her performance as," Switched (Grey's Anatomy) ""Switched"" is a",0.0,"['Crystal Bowersox, who has Type-I diabetes, fell ill due to diabetic ketoacidosis on the morning of the girls performance night for the top 20 week and was hospitalized. The schedule was rearranged so the boys performed first and she could perform the following night instead; she later revealed that Ken Warwick, the show producer, wanted to disqualify her but she begged to be allowed to stay on the show.']"
1,15,when was the american heart association website created,"American Heart Association On October 28, 2009 The American Heart",American Heart Association The American Heart Association's website,0.5882352941176471,"['BMW released the first iPod automobile interface, allowing drivers of newer BMW vehicles to control an iPod using either the built-in steering wheel controls or the radio head-unit buttons. Apple announced in 2005 that similar systems would be available for other vehicle brands, including Mercedes-Benz, Volvo, Nissan, Toyota, Alfa Romeo, Ferrari, Acura, Audi, Honda, Renault, Infiniti and Volkswagen. Scion offers standard iPod connectivity on all their cars.']"
1,16,when did the first divergent movie come out,"The Divergent Series The first installment, Divergent (2014), grossed over",FIFA World Cup The FIFA World Cup is an,0.0,"['The ownership of the Spectre organisation—originally stylised ""SPECTRE"" as an acronym of SPecial Executive for Counter-intelligence, Terrorism, Revenge and Extortion—and its characters, had been at the centre of long-standing litigation starting in 1961 between Ian Fleming and Kevin McClory over the film rights to the novel Thunderball. The dispute began after Fleming incorporated elements of an undeveloped film script written by McClory and screenwriter Jack Whittingham—including characters and plot points—into Thunderball, which McClory contested in court, claiming ownership over elements of the novel. In 1963, Fleming settled out of court with McClory, in an agreement which awarded McClory the film rights. This enabled him to become a producer for the 1965 film Thunderball—with Albert R. Broccoli and Harry Saltzman as executive producers—and the non-Eon film Never Say Never Again, an updated remake of Thunderball, in 1983.[N 3] A second remake, entitled Warhead 2000 A.D., was planned for production and release in the 1990s before being abandoned. Under the terms of the 1963 settlement, the literary rights stayed with Fleming, allowing the Spectre organisation and associated characters to continue appearing in print.']"
1,17,what is the first diary of a wimpy kid movie,Diary of a Wimpy Kid (film) Diary of a Wimpy,"isner (film) In 1984, it was announced that Disney would",0.11111111111111112,"['George Gipp was the school\'s legendary football player during 1916–20. He played semiprofessional baseball and smoked, drank, and gambled when not playing sports. He was also humble, generous to the needy, and a man of integrity. It was in 1928 that famed coach Knute Rockne used his final conversation with the dying Gipp to inspire the Notre Dame team to beat the Army team and ""win one for the Gipper."" The 1940 film, Knute Rockne, All American, starred Pat O\'Brien as Knute Rockne and Ronald Reagan as Gipp. Today the team competes in Notre Dame Stadium, an 80,795-seat stadium on campus. The current head coach is Brian Kelly, hired from the University of Cincinnati on December 11, 2009. Kelly\'s record in midway through his sixth season at Notre Dame is 52–21. In 2012, Kelly\'s Fighting Irish squad went undefeated and played in the BCS National Championship Game. Kelly succeeded Charlie Weis, who was fired in November 2009 after five seasons. Although Weis led his team to two Bowl Championship Series bowl games, his overall record was 35–27, mediocre by Notre Dame standards, and the 2007 team had the most losses in school history. The football team generates enough revenue to operate independently while $22.1 million is retained from the team\'s profits for academic use. Forbes named the team as the most valuable in college football, worth a total of $101 million in 2007.']"
1,18,what does sancho panza symbolize as a character,Sancho Panza Sancho Panza offers interpolated narrative voice throughout the,Sancho Panza Santa Claus is a fictional character from the,0.23529411764705882,"[""According to this narrative, shortly after the birth of young prince Gautama, an astrologer named Asita visited the young prince's father, Suddhodana, and prophesied that Siddhartha would either become a great king or renounce the material world to become a holy man, depending on whether he saw what life was like outside the palace walls.""]"
1,19,where does air force one land in washington,Andrews Air Force Base Andrews Air Force Base is the,United States Air Force One USAF One is an,0.35294117647058826,"[""New York's airspace is the busiest in the United States and one of the world's busiest air transportation corridors. The three busiest airports in the New York metropolitan area include John F. Kennedy International Airport, Newark Liberty International Airport, and LaGuardia Airport; 109 million travelers used these three airports in 2012, and the city's airspace is the busiest in the nation. JFK and Newark Liberty were the busiest and fourth busiest U.S. gateways for international air passengers, respectively, in 2012; as of 2011, JFK was the busiest airport for international passengers in North America. Plans have advanced to expand passenger volume at a fourth airport, Stewart International Airport near Newburgh, New York, by the Port Authority of New York and New Jersey. Plans were announced in July 2015 to entirely rebuild LaGuardia Airport in a multibillion-dollar project to replace its aging facilities.""]"
1,20,who won the nobel peace prize in 2007,2007 Nobel Peace Prize The 2007 Nobel Peace Prize was,Nobel Peace Prize The 2007 Nobel Peace Prize was the,0.9411764705882353,"['West has been an outspoken and controversial celebrity throughout his career, receiving both criticism and praise from many, including the mainstream media, other artists and entertainers, and two U.S. presidents. On September 2, 2005, during a benefit concert for Hurricane Katrina relief on NBC, A Concert for Hurricane Relief, West (a featured speaker) accused President George W. Bush of not ""car[ing] about black people"". When West was presenting alongside actor Mike Myers, he deviated from the prepared script to criticize the media\'s portrayal of hurricane victims, saying:']"
1,21,when does a human embryo implant on the wall of the uterus,"Implantation (human embryo) In humans, implantation of a fertilized ovum",embryogenesis Human embryo implantation is the process by which an embryo,0.3333333333333333,"['In domestic dogs, sexual maturity begins to happen around age six to twelve months for both males and females, although this can be delayed until up to two years old for some large breeds. This is the time at which female dogs will have their first estrous cycle. They will experience subsequent estrous cycles biannually, during which the body prepares for pregnancy. At the peak of the cycle, females will come into estrus, being mentally and physically receptive to copulation. Because the ova survive and are capable of being fertilized for a week after ovulation, it is possible for a female to mate with more than one male.']"
1,22,who wrote tis the season to be jolly,Deck the Halls The English-language lyrics were written by the,"olly (song) ""tis the season to beolly"" is a",0.0,"['Frédéric François Chopin (/ˈʃoʊpæn/; French pronunciation: \u200b[fʁe.de.ʁik fʁɑ̃.swa ʃɔ.pɛ̃]; 22 February or 1 March 1810 – 17 October 1849), born Fryderyk Franciszek Chopin,[n 1] was a Polish and French (by citizenship and birth of father) composer and a virtuoso pianist of the Romantic era, who wrote primarily for the solo piano. He gained and has maintained renown worldwide as one of the leading musicians of his era, whose ""poetic genius was based on a professional technique that was without equal in his generation."" Chopin was born in what was then the Duchy of Warsaw, and grew up in Warsaw, which after 1815 became part of Congress Poland. A child prodigy, he completed his musical education and composed his earlier works in Warsaw before leaving Poland at the age of 20, less than a month before the outbreak of the November 1830 Uprising.']"
1,23,who sings beer is good god is great,"People Are Crazy ""People Are Crazy"" centralizes on the male"," Good God ""Good God"" is a song recorded by American",0.0,"['The ""Notre Dame Victory March"" is the fight song for the University of Notre Dame. It was written by two brothers who were Notre Dame graduates. The Rev. Michael J. Shea, a 1904 graduate, wrote the music, and his brother, John F. Shea, who earned degrees in 1906 and 1908, wrote the original lyrics. The lyrics were revised in the 1920s; it first appeared under the copyright of the University of Notre Dame in 1928. The chorus is, ""Cheer cheer for old Notre Dame, wake up the echos cheering her name. Send a volley cheer on high, shake down the thunder from the sky! What though the odds be great or small, old Notre Dame will win over all. While her loyal sons are marching, onward to victory!""']"
1,24,where does the pledge of allegiance come from,Pledge of Allegiance (United States) The Pledge of Allegiance of, pledge of allegiance to the United States Constitution The,0.6250000000000001,"['In breeding circles, a male canine is referred to as a dog, while a female is called a bitch (Middle English bicche, from Old English bicce, ultimately from Old Norse bikkja). A group of offspring is a litter. The father of a litter is called the sire, and the mother is called the dam. Offspring are, in general, called pups or puppies, from French poupée, until they are about a year old. The process of birth is whelping, from the Old English word hwelp.']"
1,25,where is the hallmark series good witch filmed,"The Good Witch Although set in ""Middleton, USA"", it was",The Night of the Witch (TV series) Filming began,0.125,"['Filming started in Austria in December 2014, with production taking in the area around Sölden—including the Ötztal Glacier Road, Rettenbach glacier and the adjacent ski resort and cable car station—and Obertilliach and Lake Altaussee, before concluding in February 2015. Scenes filmed in Austria centred on the Ice Q Restaurant, standing in for the fictional Hoffler Klinik, a private medical clinic in the Austrian Alps. Filming included an action scene featuring a Land Rover Defender Bigfoot and a Range Rover Sport. Production was temporarily halted first by an injury to Craig, who sprained his knee whilst shooting a fight scene, and later by an accident involving a filming vehicle that saw three crew members injured, at least one of them seriously.']"
1,26,what is the difference between hail and ice pellets,Ice pellets Ice pellets are a form of precipitation consisting,Hail (ice pellets) A hail pellet is a collection of,0.35294117647058826,"['The Olympic Torch is based on traditional scrolls and uses a traditional Chinese design known as ""Lucky Cloud"". It is made from aluminum. It is 72 centimetres high and weighs 985 grams. The torch is designed to remain lit in 65 kilometre per hour (37 mile per hour) winds, and in rain of up to 50 millimetres (2 inches) per hour. An ignition key is used to ignite and extinguish the flame. The torch is fueled by cans of propane. Each can will light the torch for 15 minutes. It is designed by a team from Lenovo Group. The Torch is designed in reference to the traditional Chinese concept of the 5 elements that make up the entire universe.']"
1,27,who did the ottoman empire defeated in 1453,Fall of Constantinople The Fall of Constantinople (Greek: Ἅλωσις τῆς,ttoman Empire The Ottoman Empire (Arabic: سور,0.0,"['In 1368, a Han Chinese revolt known as the Red Turban Rebellion toppled the Mongol Yuan dynasty in China. Zhu Yuanzhang then established the Ming dynasty, ruling as the Hongwu Emperor (r. 1368–1398). It is not clear how much the early Ming court understood the civil war going on in Tibet between rival religious sects, but the first emperor was anxious to avoid the same trouble that Tibet had caused for the Tang dynasty. Instead of recognizing the Phagmodru ruler, the Hongwu Emperor sided with the Karmapa of the nearer Kham region and southeastern Tibet, sending envoys out in the winter of 1372–1373 to ask the Yuan officeholders to renew their titles for the new Ming court.']"
1,28,who wrote how much wood could a woodchuck chuck,How much wood would a woodchuck chuck The origin of, Woodchuck chuck The WoodChuck chuck is a woodchuck,0.28571428571428575,"['In September 2007, during a lawsuit with patent holding company Burst.com, Apple drew attention to a patent for a similar device that was developed in 1979. Kane Kramer applied for a UK patent for his design of a ""plastic music box"" in 1981, which he called the IXI. He was unable to secure funding to renew the US$120,000 worldwide patent, so it lapsed and Kramer never profited from his idea.']"
1,29,by default access points send beacon frames every how many ms,Beacon frame Infrastructure network access points send beacons at a, Amazon Echo The Amazon Echo is a touchscreen-enabled device,0.0,"[""Apple's iTunes software (and other alternative software) can be used to transfer music, photos, videos, games, contact information, e-mail settings, Web bookmarks, and calendars, to the devices supporting these features from computers using certain versions of Apple Macintosh and Microsoft Windows operating systems.""]"
1,30,main character of percy jackson and the lightning thief,Percy Jackson & the Olympians: The Lightning Thief Percy Jackson,cy Jackson & the Olympians: Fallen Kingdom In the Marvel Cinem,0.26666666666666666,"[""The story sees Bond pitted against the global criminal organisation Spectre, marking the group's first appearance in an Eon Productions film since 1971's Diamonds Are Forever,[N 2] and tying Craig's series of films together with an overarching storyline. Several recurring James Bond characters, including M, Q and Eve Moneypenny return, with the new additions of Léa Seydoux as Dr. Madeleine Swann, Dave Bautista as Mr. Hinx, Andrew Scott as Max Denbigh and Monica Bellucci as Lucia Sciarra.""]"
1,31,where is lars and the real girl set,"Lars and the Real Girl The film, set in the",ars and the Real Girl The film is set,0.7142857142857143,"['The cohabitation of dogs and humans would have greatly improved the chances of survival for early human groups, and the domestication of dogs may have been one of the key forces that led to human success.']"
1,32,why did one of the states refuse to send delegates to the constitutional convention,"Constitutional Convention (United States) In September 1786, at the Annapolis", Article Three of the United States Constitution Article Three,0.23529411764705882,"['Canada\'s constitution, being a \'mixed\' or hybrid constitution (a constitution that is partly formally codified and partly uncodified) originally did not make any reference whatsoever to a prime minister, with her or his specific duties and method of appointment instead dictated by ""convention"". In the Constitution Act, 1982, passing reference to a ""Prime Minister of Canada"" is added, though only regarding the composition of conferences of federal and provincial first ministers.']"
1,33,where does the term blood bath come from,"Niddah Niddah (or nidah; Hebrew: נִדָּה‬), in Judaism, describes a",Blood bath Blood baths are a surgical procedure performed on,0.0,"['The domestic dog (Canis lupus familiaris or Canis familiaris) is a domesticated canid which has been selectively bred for millennia for various behaviors, sensory capabilities, and physical attributes.']"
1,34,what was the gulf of tonkin incident in 1964,Gulf of Tonkin incident The Gulf of Tonkin incident (Vietnamese:, Gulf of Tonkin The Exxon Valdez Valdez Incident occurred,0.47058823529411764,"['The Stonewall riots were a series of spontaneous, violent demonstrations by members of the gay community against a police raid that took place in the early morning hours of June 28, 1969, at the Stonewall Inn in the Greenwich Village neighborhood of Lower Manhattan. They are widely considered to constitute the single most important event leading to the gay liberation movement and the modern fight for LGBT rights in the United States.']"
1,35,who was the first guitarist to use distortion,"Distortion (music) The first guitar amplifiers were relatively low-fidelity, and", distortion Guitar distortion is a surgical instrument commonly used,0.22222222222222224,"[""For all iPods released in 2006 and earlier, some equalizer (EQ) sound settings would distort the bass sound far too easily, even on undemanding songs. This would happen for EQ settings like R&B, Rock, Acoustic, and Bass Booster, because the equalizer amplified the digital audio level beyond the software's limit, causing distortion (clipping) on bass instruments.""]"
1,36,what kind of car did they use in the movie christine,Christine (1983 film) Christine is a 1983 American horror film, Christmas (film) The film was released in theaters on,0.23529411764705882,"[""During the December 2014 press conference announcing the start of filming, Aston Martin and Eon unveiled the new DB10 as the official car for the film. The DB10 was designed in collaboration between Aston Martin and the filmmakers, with only 10 being produced especially for Spectre as a celebration of the 50th anniversary of the company's association with the franchise. Only eight of those 10 were used for the film, however; the remaining two were used for promotional work. After modifying the Jaguar C-X75 for the film, Williams F1 carried the 007 logo on their cars at the 2015 Mexican Grand Prix, with the team playing host to the cast and crew ahead of the Mexican premiere of the film.""]"
1,37,who put their fist up at the olympics,1968 Olympics Black Power salute The 1968 Olympics Black Power, fist Up at the Olympic Games The Olympic Stadium,0.0,"['Prompted by the chaotic torch relays in Western Europe and North America, the president of the International Olympic Committee, Jacques Rogge described the situation as a ""crisis"" for the organization and stated that any athletes displaying Tibetan flags at Olympic venues could be expelled from the games. though he stopped short of cancelling the relay altogether despite calls to do so by some IOC members. The outcome of the relay influenced the IOC\'s decision to scrap global relays in future editions of the games.']"
1,38,the leader of u.s. forces in the philippines during the filipino war was,"Philippine–American War On December 20, 1900, General Arthur MacArthur Jr.,",ilippines–Philippines War The Philippinesâ€“Philippines,0.12500000000000003,"[""In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.""]"
1,39,when did labor unions began to gain legal rights,Labor unions in the United States American labor unions benefited,Labor Unions' Rights Act of 1965 The AFL-NFL AFL-,0.2222222222222222,"[""The Convention came into force as international law on 12 January 1951 after the minimum 20 countries became parties. At that time however, only two of the five permanent members of the UN Security Council were parties to the treaty: France and the Republic of China. The Soviet Union ratified in 1954, the United Kingdom in 1970, the People's Republic of China in 1983 (having replaced the Taiwan-based Republic of China on the UNSC in 1971), and the United States in 1988. This long delay in support for the Convention by the world's most powerful nations caused the Convention to languish for over four decades. Only in the 1990s did the international law on the crime of genocide begin to be enforced.""]"
1,40,kobe bryant points in his first nba game,Kobe Bryant Bryant debuted in the Summer Pro League in, Bryant Bryant started his first NBA season at the,0.23529411764705882,"[""With filming completed in Rome, production moved to Mexico City in late March to shoot the film's opening sequence, with scenes to include the Day of the Dead festival filmed in and around the Zócalo and the Centro Histórico district. The planned scenes required the city square to be closed for filming a sequence involving a fight aboard a Messerschmitt-Bölkow-Blohm Bo 105 helicopter flown by stunt pilot Chuck Aaron, which called for modifications to be made to several buildings to prevent damage. This particular scene in Mexico required 1,500 extras, 10 giant skeletons and 250,000 paper flowers. Reports in the Mexican media added that the film's second unit would move to Palenque in the state of Chiapas, to film aerial manoeuvres considered too dangerous to shoot in an urban area.""]"
1,41,who won world war 2 japan or usa,World War II The war in Europe concluded with an,Japanese–United States War II The Japaneseâ€“United States,0.25,"['The only attempt at a peaceful solution to the war took place at the Conference House on Staten Island between American delegates, including Benjamin Franklin, and British general Lord Howe on September 11, 1776. Shortly after the British occupation began, the Great Fire of New York occurred, a large conflagration on the West Side of Lower Manhattan, which destroyed about a quarter of the buildings in the city, including Trinity Church.']"
1,42,what is significance of poppies on remembrance day,"Remembrance poppy Today, they are mostly used in the United", remembrance Day (United States) The day is commemorated on,0.23529411764705882,"[""Montana schoolchildren played a significant role in selecting several state symbols. The state tree, the ponderosa pine, was selected by Montana schoolchildren as the preferred state tree by an overwhelming majority in a referendum held in 1908. However, the legislature did not designate a state tree until 1949, when the Montana Federation of Garden Clubs, with the support of the state forester, lobbied for formal recognition. Schoolchildren also chose the western meadowlark as the state bird, in a 1930 vote, and the legislature acted to endorse this decision in 1931. Similarly, the secretary of state sponsored a children's vote in 1981 to choose a state animal, and after 74 animals were nominated, the grizzly bear won over the elk by a 2–1 margin. The students of Livingston started a statewide school petition drive plus lobbied the governor and the state legislature to name the Maiasaura as the state fossil in 1985.""]"
1,43,who sings put the lime in the coconut and shake it all up,"Coconut (song) ""Coconut"" is a song written and first recorded"," Coconut ""Put the Coconut in the Coconut"" is a",0.4,"[""American Idol has traditionally released studio recordings of contestants' performances as well as the winner's coronation single for sale. For the first five seasons, the recordings were released as a compilation album at the end of the season. All five of these albums reached the top ten in Billboard 200 which made then American Idol the most successful soundtrack franchise of any motion picture or television program. Starting late in season five, individual performances were released during the season as digital downloads, initially from the American Idol official website only. In season seven the live performances and studio recordings were made available during the season from iTunes when it joined as a sponsor. In Season ten the weekly studio recordings were also released as compilation digital album straight after performance night.""]"
1,44,if the president disapproves of a measure and sends it back to the congress for reconsideration,"Presentment Clause The Presentment Clause, which is contained in Article"," reconsideration In the United States, a majority of the",0.13333333333333333,"['The latter in effect allows the government to appeal the opposition of parliament to the electorate. However, in many jurisdictions a head of state may refuse a parliamentary dissolution, requiring the resignation of the prime minister and his or her government. In most modern parliamentary systems, the prime minister is the person who decides when to request a parliamentary dissolution.']"
1,45,how many points did donovan mitchell average in college,"Donovan Mitchell Mitchell decided to wear the jersey number 45,", DonovanMitchellMitchell played college basketball at the University of Pittsburgh,0.0,"['For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""']"
1,46,the supreme court decision in roe vs wade was based on the constitutional principle of,"Roe v. Wade Roe v. Wade, 410 U.S. 113 (1973),[1]", Christmas (19th–18th century poem) The Christmas poem is,0.0,"['Allusions to legal issues in To Kill a Mockingbird, particularly in scenes outside of the courtroom, has drawn the attention from legal scholars. Claudia Durst Johnson writes that ""a greater volume of critical readings has been amassed by two legal scholars in law journals than by all the literary scholars in literary journals"". The opening quote by the 19th-century essayist Charles Lamb reads: ""Lawyers, I suppose, were children once."" Johnson notes that even in Scout and Jem\'s childhood world, compromises and treaties are struck with each other by spitting on one\'s palm and laws are discussed by Atticus and his children: is it right that Bob Ewell hunts and traps out of season? Many social codes are broken by people in symbolic courtrooms: Mr. Dolphus Raymond has been exiled by society for taking a black woman as his common-law wife and having interracial children; Mayella Ewell is beaten by her father in punishment for kissing Tom Robinson; by being turned into a non-person, Boo Radley receives a punishment far greater than any court could have given him. Scout repeatedly breaks codes and laws and reacts to her punishment for them. For example, she refuses to wear frilly clothes, saying that Aunt Alexandra\'s ""fanatical"" attempts to place her in them made her feel ""a pink cotton penitentiary closing in on [her]"". Johnson states, ""[t]he novel is a study of how Jem and Scout begin to perceive the complexity of social codes and how the configuration of relationships dictated by or set off by those codes fails or nurtures the inhabitants of (their) small worlds.""']"
1,47,main character in proust remembrance of things past,In Search of Lost Time The novel recounts the experiences,"roust remembrance of Things Past In the film, a",0.26666666666666666,"['Jonassohn and Björnson postulate that the major reason why no single generally accepted genocide definition has emerged is because academics have adjusted their focus to emphasise different periods and have found it expedient to use slightly different definitions to help them interpret events. For example, Frank Chalk and Kurt Jonassohn studied the whole of human history, while Leo Kuper and R. J. Rummel in their more recent works concentrated on the 20th century, and Helen Fein, Barbara Harff and Ted Gurr have looked at post World War II events. Jonassohn and Björnson are critical of some of these studies, arguing that they are too expansive, and conclude that the academic discipline of genocide studies is too young to have a canon of work on which to build an academic paradigm.']"
