k,question_number,question,gold_answer,prediction,f1,retrieved_docs
5,129,where did amelia lily come on the x factor,"Amelia Lily Known as the ""Comeback Kid"",[8] Lily auditioned for",elia Lily (The X Factor)elia Lily is a fictional character,0.2105263157894737,"['Beyoncé Giselle Knowles-Carter (/biːˈjɒnseɪ/ bee-YON-say) (born September 4, 1981) is an American singer, songwriter, record producer and actress. Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child, and rose to fame in the late 1990s as lead singer of R&B girl-group Destiny\'s Child. Managed by her father, Mathew Knowles, the group became one of the world\'s best-selling girl groups of all time. Their hiatus saw the release of Beyoncé\'s debut album, Dangerously in Love (2003), which established her as a solo artist worldwide, earned five Grammy Awards and featured the Billboard Hot 100 number-one singles ""Crazy in Love"" and ""Baby Boy"".', 'From seasons four to seven and nine, the twenty-four semi-finalists were divided by gender in order to ensure an equal gender division in the top twelve. The men and women sang separately on consecutive nights, and the bottom two in each groups were eliminated each week until only six of each remained to form the top twelve.', ""Season five began on January 17, 2006. It remains the highest-rated season in the show's run so far. Two of the more prominent contestants during the Hollywood round were the Brittenum twins who were later disqualified for identity theft."", 'The top 10 contestants started with five males and five females, however, the males were eliminated consecutively in the first five weeks, with Lazaro Arbos the last male to be eliminated. For the first time in the show\'s history, the top 5 contestants were all female. It was also the first time that the judges\' ""save"" was not used, the top four contestants were therefore given an extra week to perform again with their votes carried over with no elimination in the first week.', 'The eligible age-range for contestants is currently fifteen to twenty-eight years old. The initial age limit was sixteen to twenty-four in the first three seasons, but the upper limit was raised to twenty-eight in season four, and the lower limit was reduced to fifteen in season ten. The contestants must be legal U.S. residents, cannot have advanced to particular stages of the competition in previous seasons (varies depending on the season, currently by the semi-final stage until season thirteen), and must not hold any current recording or talent representation contract by the semi-final stage (in previous years by the audition stage).']"
5,130,who is in the line of succession uk,Succession to the British throne Queen Elizabeth II is the,Succession (UK) The line of succession in the United Kingdom,0.125,"['The term prime minister in the sense that we know it originated in the 18th century in the United Kingdom when members of parliament disparagingly used the title in reference to Sir Robert Walpole. Over time, the title became honorific and remains so in the 21st century.', 'The prime minister is often, but not always, a member of parliament[clarification needed] and is expected with other ministers to ensure the passage of bills through the legislature. In some monarchies the monarch may also exercise executive powers (known as the royal prerogative) that are constitutionally vested in the crown and may be exercised without the approval of parliament.', ""In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers."", ""By the late 20th century, the majority of the world's countries had a prime minister or equivalent minister, holding office under either a constitutional monarchy or a ceremonial president. The main exceptions to this system have been the United States and the presidential republics in Latin America modelled on the U.S. system, in which the president directly exercises executive authority."", ""Some states, however, do have a term of office of the prime minister linked to the period in office of the parliament. Hence the Irish Taoiseach is formally 'renominated' after every general election. (Some constitutional experts have questioned whether this process is actually in keeping with the provisions of the Irish constitution, which appear to suggest that a taoiseach should remain in office, without the requirement of a renomination, unless s/he has clearly lost the general election.) The position of prime minister is normally chosen from the political party that commands majority of seats in the lower house of parliament.""]"
5,131,how long was the empire state building the tallest building,Empire State Building The Empire State Building stood as the, empire The Empire State Building is the tallest building in,0.625,"['East of the divide, several roughly parallel ranges cover the southern part of the state, including the Gravelly Range, the Madison Range, Gallatin Range, Absaroka Mountains and the Beartooth Mountains. The Beartooth Plateau is the largest continuous land mass over 10,000 feet (3,000 m) high in the continental United States. It contains the highest point in the state, Granite Peak, 12,799 feet (3,901 m) high. North of these ranges are the Big Belt Mountains, Bridger Mountains, Tobacco Roots, and several island ranges, including the Crazy Mountains and Little Belt Mountains.', 'The Rev. Theodore Hesburgh, C.S.C., (1917–2015) served as president for 35 years (1952–87) of dramatic transformations. In that time the annual operating budget rose by a factor of 18 from $9.7 million to $176.6 million, and the endowment by a factor of 40 from $9 million to $350 million, and research funding by a factor of 20 from $735,000 to $15 million. Enrollment nearly doubled from 4,979 to 9,600, faculty more than doubled 389 to 950, and degrees awarded annually doubled from 1,212 to 2,500.', 'The longest-lived breeds, including Toy Poodles, Japanese Spitz, Border Terriers, and Tibetan Spaniels, have median longevities of 14 to 15 years. The median longevity of mixed-breed dogs, taken as an average of all sizes, is one or more years longer than that of purebred dogs when all breeds are averaged. The dog widely reported to be the longest-lived is ""Bluey"", who died in 1939 and was claimed to be 29.5 years old at the time of his death. On 5 December 2011, Pusuke, the world\'s oldest living dog recognized by Guinness Book of World Records, died aged 26 years and 9 months.', ""Manhattan's skyline, with its many skyscrapers, is universally recognized, and the city has been home to several of the tallest buildings in the world. As of 2011, New York City had 5,937 high-rise buildings, of which 550 completed structures were at least 330 feet (100 m) high, both second in the world after Hong Kong, with over 50 completed skyscrapers taller than 656 feet (200 m). These include the Woolworth Building (1913), an early gothic revival skyscraper built with massively scaled gothic detailing."", ""By the late 20th century, the majority of the world's countries had a prime minister or equivalent minister, holding office under either a constitutional monarchy or a ceremonial president. The main exceptions to this system have been the United States and the presidential republics in Latin America modelled on the U.S. system, in which the president directly exercises executive authority.""]"
5,132,when do you see darth vader's face,"Darth Vader During production of Return of the Jedi, the","arth Vader At the end of the film, a",0.28571428571428575,"['Solar water disinfection (SODIS) involves exposing water-filled plastic polyethylene terephthalate (PET) bottles to sunlight for several hours. Exposure times vary depending on weather and climate from a minimum of six hours to two days during fully overcast conditions. It is recommended by the World Health Organization as a viable method for household water treatment and safe storage. Over two million people in developing countries use this method for their daily drinking water.', 'The term parinirvana is also encountered in Buddhism, and this generally refers to the complete nirvana attained by the arahant at the moment of death, when the physical body expires.', 'Duplications play a major role in shaping the genome. Duplication may range from extension of short tandem repeats, to duplication of a cluster of genes, and all the way to duplication of entire chromosomes or even entire genomes. Such duplications are probably fundamental to the creation of genetic novelty.', 'In higher organisms (like people), these two modes of perception combine into what Whitehead terms ""symbolic reference"", which links appearance with causation in a process that is so automatic that both people and animals have difficulty refraining from it. By way of illustration, Whitehead uses the example of a person\'s encounter with a chair. An ordinary person looks up, sees a colored shape, and immediately infers that it is a chair. However, an artist, Whitehead supposes, ""might not have jumped to the notion of a chair"", but instead ""might have stopped at the mere contemplation of a beautiful color and a beautiful shape."" This is not the normal human reaction; most people place objects in categories by habit and instinct, without even thinking about it. Moreover, animals do the same thing. Using the same example, Whitehead points out that a dog ""would have acted immediately on the hypothesis of a chair and would have jumped onto it by way of using it as such."" In this way symbolic reference is a fusion of pure sense perceptions on the one hand and causal relations on the other, and that it is in fact the causal relationships that dominate the more basic mentality (as the dog illustrates), while it is the sense perceptions which indicate a higher grade mentality (as the artist illustrates).', ""With filming completed in Rome, production moved to Mexico City in late March to shoot the film's opening sequence, with scenes to include the Day of the Dead festival filmed in and around the Zócalo and the Centro Histórico district. The planned scenes required the city square to be closed for filming a sequence involving a fight aboard a Messerschmitt-Bölkow-Blohm Bo 105 helicopter flown by stunt pilot Chuck Aaron, which called for modifications to be made to several buildings to prevent damage. This particular scene in Mexico required 1,500 extras, 10 giant skeletons and 250,000 paper flowers. Reports in the Mexican media added that the film's second unit would move to Palenque in the state of Chiapas, to film aerial manoeuvres considered too dangerous to shoot in an urban area.""]"
5,133,when do you need a supermajority in the senate,"Supermajority A supermajority, or a qualified majority, is a requirement", supermajority The supermajority of the United States Senate,0.30769230769230765,"['The latter in effect allows the government to appeal the opposition of parliament to the electorate. However, in many jurisdictions a head of state may refuse a parliamentary dissolution, requiring the resignation of the prime minister and his or her government. In most modern parliamentary systems, the prime minister is the person who decides when to request a parliamentary dissolution.', 'In parliamentary systems, governments are generally required to have the confidence of the lower house of parliament (though a small minority of parliaments, by giving a right to block supply to upper houses, in effect make the cabinet responsible to both houses, though in reality upper houses, even when they have the power, rarely exercise it). Where they lose a vote of confidence, have a motion of no confidence passed against them, or where they lose supply, most constitutional systems require either:', 'Appointment of the prime minister of France requires no approval by the parliament either, but the parliament may force the resignation of the government. In these systems, it is possible for the president and the prime minister to be from different political parties if the legislature is controlled by a party different from that of the president. When it arises, such a state of affairs is usually referred to as (political) cohabitation.', 'The prime minister is often, but not always, a member of parliament[clarification needed] and is expected with other ministers to ensure the passage of bills through the legislature. In some monarchies the monarch may also exercise executive powers (known as the royal prerogative) that are constitutionally vested in the crown and may be exercised without the approval of parliament.', 'Older constitutions often vest this power in the cabinet. In the United Kingdom, for example, the tradition whereby it is the prime minister who requests a dissolution of parliament dates back to 1918. Prior to then, it was the entire government that made the request. Similarly, though the modern 1937 Irish constitution grants to the Taoiseach the right to make the request, the earlier 1922 Irish Free State Constitution vested the power in the Executive Council (the then name for the Irish cabinet).']"
5,134,who won the first america's got talent,America's Got Talent (season 1) The first season of America's,America's Got Talent (season 1) Dunkin' Donuts replaced,0.6,"['For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""', 'The first season was co-hosted by Ryan Seacrest and Brian Dunkleman. Dunkleman quit thereafter, making Seacrest the sole emcee of the show starting with season two.', ""Season seven premiered on January 15, 2008, for a two-day, four-hour premiere. The media focused on the professional status of the season seven contestants, the so-called 'ringers', many of whom, including Kristy Lee Cook, Brooke White, Michael Johns, and in particular Carly Smithson, had prior recording contracts. Contestant David Hernandez also attracted some attention due to his past employment as a stripper."", 'The performance of ""Summertime"" by Barrino, later known simply as ""Fantasia"", at Top 8 was widely praised, and Simon Cowell considered it as his favorite Idol moment in the nine seasons he was on the show. Fantasia and Diana DeGarmo were the last two finalists, and Fantasia was crowned as the winner. Fantasia released as her coronation single ""I Believe"", a song co-written by season one finalist Tamyra Gray, and DeGarmo released ""Dreams"". Fantasia went on to gain some successes as a recording artist, while Hudson, who placed seventh, became the only Idol contestant so far to win both an Academy Award and a Grammy.', ""Season five began on January 17, 2006. It remains the highest-rated season in the show's run so far. Two of the more prominent contestants during the Hollywood round were the Brittenum twins who were later disqualified for identity theft.""]"
5,135,who played yondu in guardians of the galaxy 2,"Michael Rooker Michael Rooker (born April 6, 1955)[1] is an",Yondu Yondu is a fictional character from Marvel Cinematic,0.11111111111111112,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.', 'Despite being an original story, Spectre draws on Ian Fleming\'s source material, most notably in the character of Franz Oberhauser, played by Christoph Waltz. Oberhauser shares his name with Hannes Oberhauser, a background character in the short story ""Octopussy"" from the Octopussy and The Living Daylights collection, and who is named in the film as having been a temporary legal guardian of a young Bond in 1983. Similarly, Charmian Bond is shown to have been his full-time guardian, observing the back story established by Fleming. With the acquisition of the rights to Spectre and its associated characters, screenwriters Neal Purvis and Robert Wade revealed that the film would provide a minor retcon to the continuity of the previous films, with the Quantum organisation alluded to in Casino Royale and introduced in Quantum of Solace reimagined as a division within Spectre rather than an independent organisation.', ""With filming completed in Rome, production moved to Mexico City in late March to shoot the film's opening sequence, with scenes to include the Day of the Dead festival filmed in and around the Zócalo and the Centro Histórico district. The planned scenes required the city square to be closed for filming a sequence involving a fight aboard a Messerschmitt-Bölkow-Blohm Bo 105 helicopter flown by stunt pilot Chuck Aaron, which called for modifications to be made to several buildings to prevent damage. This particular scene in Mexico required 1,500 extras, 10 giant skeletons and 250,000 paper flowers. Reports in the Mexican media added that the film's second unit would move to Palenque in the state of Chiapas, to film aerial manoeuvres considered too dangerous to shoot in an urban area."", ""In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy."", 'In addition to the principal cast, Alessandro Cremona was cast as Marco Sciarra, Stephanie Sigman was cast as Estrella, and Detlef Bothe was cast as a villain for scenes shot in Austria. In February 2015 over fifteen hundred extras were hired for the pre-title sequence set in Mexico, though they were duplicated in the film, giving the effect of around ten thousand extras.']"
5,136,who is the young actor in the fios commercial,"Gaten Matarazzo Since 2017, Matarazzo has served as the spokesman"," Fios commercial The commercial was directed by James Foley, who",0.0,"[""American Idol prominent display of its sponsors' logo and products had been noted since the early seasons. By season six, Idol showed 4,349 product placements according to Nielsen Media Research. The branded entertainment integration proved beneficial to its advertisers – promotion of AT&T text-messaging as a means to vote successfully introduced the technology into the wider culture, and Coca-Cola has seen its equity increased during the show."", 'The eligible age-range for contestants is currently fifteen to twenty-eight years old. The initial age limit was sixteen to twenty-four in the first three seasons, but the upper limit was raised to twenty-eight in season four, and the lower limit was reduced to fifteen in season ten. The contestants must be legal U.S. residents, cannot have advanced to particular stages of the competition in previous seasons (varies depending on the season, currently by the semi-final stage until season thirteen), and must not hold any current recording or talent representation contract by the semi-final stage (in previous years by the audition stage).', 'On August 30, 2015, West was presented with the Michael Jackson Video Vanguard Award at the MTV Video Music Awards. In his acceptance speech, he stated, ""Y\'all might be thinking right now, \'I wonder did he smoke something before he came out here?\' And the answer is: \'Yes, I rolled up a little something. I knocked the edge off.\'"" At the end of his speech, he announced, ""I have decided in 2020 to run for president.""', 'Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.', ""During the December 2014 press conference announcing the start of filming, Aston Martin and Eon unveiled the new DB10 as the official car for the film. The DB10 was designed in collaboration between Aston Martin and the filmmakers, with only 10 being produced especially for Spectre as a celebration of the 50th anniversary of the company's association with the franchise. Only eight of those 10 were used for the film, however; the remaining two were used for promotional work. After modifying the Jaguar C-X75 for the film, Williams F1 carried the 007 logo on their cars at the 2015 Mexican Grand Prix, with the team playing host to the cast and crew ahead of the Mexican premiere of the film.""]"
5,137,when are the winter olympics going to end,2018 Winter Olympics closing ceremony The closing ceremony of the," Winter Olympics The 2018 Winter Olympics, officially known as",0.375,"['The Ningbo Organizing Committee of the Beijing Olympic torch relay announced that the relay, scheduled to take place in Ningbo during national morning, would be suspended for the duration of the mourning period. The route of the torch through the country was scaled down, and there was a minute of silence when the next leg started in city of Ruijin, Jiangxi on the Wednesday after the quake.', ""The continuing decline influenced further changes for season 14, including the loss of Coca-Cola as the show's major sponsor, and a decision to only broadcast one, two-hour show per week during the top 12 rounds (with results from the previous week integrated into the performance show, rather than having a separate results show). On May 11, 2015, prior to the fourteenth season finale, Fox announced that the fifteenth season of American Idol would be its last. Despite these changes, the show's ratings would decline more sharply. The fourteenth season finale was the lowest-rated finale ever, with an average of only 8.03 million viewers watching the finale."", ""During the top 11 week, due to a mix-up with the contestants' telephone number, voting was repeated on what was normally the result night, with the result reveal postponed until the following night."", 'The finale is the two-hour last episode of the season, culminating in revealing the winner. For seasons one, three through six, and fourteen, it was broadcast from the Dolby Theatre, which has an audience capacity of approximately 3,400. The finale for season two took place at the Gibson Amphitheatre, which has an audience capacity of over 6,000. In seasons seven through thirteen, the venue was at the Nokia Theatre, which holds an audience of over 7,000.', ""From the semi-finals onwards, the fate of the contestants is decided by public vote. During the contestant's performance as well as the recap at the end, a toll-free telephone number for each contestant is displayed on the screen. For a two-hour period after the episode ends (up to four hours for the finale) in each US time zone, viewers may call or send a text message to their preferred contestant's telephone number, and each call or text message is registered as a vote for that contestant. Viewers are allowed to vote as many times as they can within the two-hour voting window. However, the show reserves the right to discard votes by power dialers. One or more of the least popular contestants may be eliminated in successive weeks until a winner emerges. Over 110 million votes were cast in the first season, and by season ten the seasonal total had increased to nearly 750 million. Voting via text messaging was made available in the second season when AT&T Wireless joined as a sponsor of the show, and 7.5 million text messages were sent to American Idol that season. The number of text messages rapidly increased, reaching 178 million texts by season eight. Online voting was offered for the first time in season ten. The votes are counted and verified by Telescope Inc.""]"
5,138,what movie has the song have a little faith in me,"Have a Little Faith in Me ""Have a Little Faith"," Have a Little faith in Me ""Have a Little",0.9333333333333333,"[""Chopin's life and his relations with George Sand have been fictionalized in numerous films. The 1945 biographical film A Song to Remember earned Cornel Wilde an Academy Award nomination as Best Actor for his portrayal of the composer. Other film treatments have included: La valse de l'adieu (France, 1928) by Henry Roussel, with Pierre Blanchar as Chopin; Impromptu (1991), starring Hugh Grant as Chopin; La note bleue (1991); and Chopin: Desire for Love (2002)."", 'In September 2015 it was announced that Sam Smith and regular collaborator Jimmy Napes had written the film\'s title theme, ""Writing\'s on the Wall"", with Smith performing it for the film. Smith said the song came together in one session and that he and Napes wrote it in under half an hour before recording a demo. Satisfied with the quality, the demo was used in the final release.', ""In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy."", 'The ""Notre Dame Victory March"" is the fight song for the University of Notre Dame. It was written by two brothers who were Notre Dame graduates. The Rev. Michael J. Shea, a 1904 graduate, wrote the music, and his brother, John F. Shea, who earned degrees in 1906 and 1908, wrote the original lyrics. The lyrics were revised in the 1920s; it first appeared under the copyright of the University of Notre Dame in 1928. The chorus is, ""Cheer cheer for old Notre Dame, wake up the echos cheering her name. Send a volley cheer on high, shake down the thunder from the sky! What though the odds be great or small, old Notre Dame will win over all. While her loyal sons are marching, onward to victory!""', 'Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.']"
5,139,who were the 3 axis powers in ww2,Axis powers The Axis grew out of the diplomatic efforts,"Axis Powers In World War II, the three axis powers",0.35294117647058826,"[""This in turn led to the establishment of the right-wing dictatorship of the Estado Novo under António de Oliveira Salazar in 1933. Portugal was one of only five European countries to remain neutral in World War II. From the 1940s to the 1960s, Portugal was a founding member of NATO, OECD and the European Free Trade Association (EFTA). Gradually, new economic development projects and relocation of mainland Portuguese citizens into the overseas provinces in Africa were initiated, with Angola and Mozambique, as the largest and richest overseas territories, being the main targets of those initiatives. These actions were used to affirm Portugal's status as a transcontinental nation and not as a colonial empire."", ""The land within the borders of current Portugal has been continuously settled and fought over since prehistoric times. The Celts and the Romans were followed by the Visigothic and the Suebi Germanic peoples, who were themselves later invaded by the Moors. These Muslim peoples were eventually expelled during the Christian Reconquista of the peninsula. By 1139, Portugal had established itself as a kingdom independent from León. In the 15th and 16th centuries, as the result of pioneering the Age of Discovery, Portugal expanded Western influence and established the first global empire, becoming one of the world's major economic, political and military powers."", 'Sassou Nguesso aligned the country with the Eastern Bloc and signed a twenty-year friendship pact with the Soviet Union. Over the years, Sassou had to rely more on political repression and less on patronage to maintain his dictatorship.', 'The only attempt at a peaceful solution to the war took place at the Conference House on Staten Island between American delegates, including Benjamin Franklin, and British general Lord Howe on September 11, 1776. Shortly after the British occupation began, the Great Fire of New York occurred, a large conflagration on the West Side of Lower Manhattan, which destroyed about a quarter of the buildings in the city, including Trinity Church.', ""The two travel to the hotel and discover White's secret room where they find co-ordinates pointing to Oberhauser's operations base in the desert. They travel by train to the nearest station, but are once again confronted by Hinx; they engage in a fight throughout the train in which Mr Hinx is eventually thrown off the train by Bond with Swann's assistance. After arriving at the station, Bond and Swann are escorted to Oberhauser's base. There, he reveals that Spectre has been staging terrorist attacks around the world, creating a need for the Nine Eyes programme. In return Spectre will be given unlimited access to intelligence gathered by Nine Eyes. Bond is tortured as Oberhauser discusses their shared history: after the younger Bond was orphaned, Oberhauser's father, Hannes, became his temporary guardian. Believing that Bond supplanted his role as son, Oberhauser killed his father and staged his own death, subsequently adopting the name Ernst Stavro Blofeld and going on to form Spectre. Bond and Swann escape, destroying the base in the process, leaving Blofeld to apparently die during the explosion.""]"
5,140,when did we start using ce instead of ad,"Common Era The expression has been traced back to 1615,"," advertising After the Civil War ended in 1865, the",0.0,"['The term prime minister in the sense that we know it originated in the 18th century in the United Kingdom when members of parliament disparagingly used the title in reference to Sir Robert Walpole. Over time, the title became honorific and remains so in the 21st century.', 'The first actual usage of the term prime minister or Premier Ministre[citation needed] was used by Cardinal Richelieu when in 1625 he was named to head the royal council as prime minister of France. Louis XIV and his descendants generally attempted to avoid giving this title to their chief ministers.', 'The term was created in 1920 by Hans Winkler, professor of botany at the University of Hamburg, Germany. The Oxford Dictionary suggests the name to be a blend of the words gene and chromosome. However, see omics for a more thorough discussion. A few related -ome words already existed—such as biome, rhizome, forming a vocabulary into which genome fits systematically.', ""By the late 20th century, the majority of the world's countries had a prime minister or equivalent minister, holding office under either a constitutional monarchy or a ceremonial president. The main exceptions to this system have been the United States and the presidential republics in Latin America modelled on the U.S. system, in which the president directly exercises executive authority."", 'Canada\'s constitution, being a \'mixed\' or hybrid constitution (a constitution that is partly formally codified and partly uncodified) originally did not make any reference whatsoever to a prime minister, with her or his specific duties and method of appointment instead dictated by ""convention"". In the Constitution Act, 1982, passing reference to a ""Prime Minister of Canada"" is added, though only regarding the composition of conferences of federal and provincial first ministers.']"
5,141,other names for rows on the periodic table,Periodic table The periodic table is a useful tabular arrangement, periodic table A periodic table is a table of periodic,0.625,"['Some organisms have multiple copies of chromosomes: diploid, triploid, tetraploid and so on. In classical genetics, in a sexually reproducing organism (typically eukarya) the gamete has half the number of chromosomes of the somatic cell and the genome is a full set of chromosomes in a diploid cell. The halving of the genetic material in gametes is accomplished by the segregation of homologous chromosomes during meiosis. In haploid organisms, including cells of bacteria, archaea, and in organelles including mitochondria and chloroplasts, or viruses, that similarly contain genes, the single or set of circular or linear chains of DNA (or RNA for some viruses), likewise constitute the genome. The term genome can be applied specifically to mean what is stored on a complete set of nuclear DNA (i.e., the ""nuclear genome"") but can also be applied to what is stored within organelles that contain their own DNA, as with the ""mitochondrial genome"" or the ""chloroplast genome"". Additionally, the genome can comprise non-chromosomal genetic elements such as viruses, plasmids, and transposable elements.', 'Genome composition is used to describe the make up of contents of a haploid genome, which should include genome size, proportions of non-repetitive DNA and repetitive DNA in details. By comparing the genome compositions between genomes, scientists can better understand the evolutionary history of a given genome.', 'Duplications play a major role in shaping the genome. Duplication may range from extension of short tandem repeats, to duplication of a cluster of genes, and all the way to duplication of entire chromosomes or even entire genomes. Such duplications are probably fundamental to the creation of genetic novelty.', 'The Twelve Nidānas describe a causal connection between the subsequent characteristics or conditions of cyclic existence, each one giving rise to the next:', 'In eukaryotes such as plants, protozoa and animals, however, ""genome"" carries the typical connotation of only information on chromosomal DNA. So although these organisms contain chloroplasts or mitochondria that have their own DNA, the genetic information contained by DNA within these organelles is not considered part of the genome. In fact, mitochondria are sometimes said to have their own genome often referred to as the ""mitochondrial genome"". The DNA found within the chloroplast may be referred to as the ""plastome"".']"
5,142,who presents lets get a good thing going,Kevin Duala Kevin co-presented BBC One daytime series Health: Truth," presents ""Let's Get a Good Thing Going"" is a",0.0,"['West has been an outspoken and controversial celebrity throughout his career, receiving both criticism and praise from many, including the mainstream media, other artists and entertainers, and two U.S. presidents. On September 2, 2005, during a benefit concert for Hurricane Katrina relief on NBC, A Concert for Hurricane Relief, West (a featured speaker) accused President George W. Bush of not ""car[ing] about black people"". When West was presenting alongside actor Mike Myers, he deviated from the prepared script to criticize the media\'s portrayal of hurricane victims, saying:', 'Idol Gives Back is a special charity event started in season six featuring performances by celebrities and various fund-raising initiatives. This event was also held in seasons seven and nine and has raised nearly $185 million in total.', 'Ford Motor Company and Coca-Cola were two of the first sponsors of American Idol in its first season. The sponsorship deal cost around $10 million in season one, rising to $35 million by season 7, and between $50 to $60 million in season 10. The third major sponsor AT&T Wireless joined in the second season but ended after season 12, and Coca-Cola officially ended its sponsorship after season 13 amidst the declining ratings of Idol in the mid-2010s. iTunes sponsored the show since season seven.', ""To promote the film, production continued the trend established during Skyfall's production of releasing still images of clapperboards and video blogs on Eon's official social media accounts."", ""On 13 March 2015, several members of the cast and crew, including Craig, Whishaw, Wilson and Mendes, as well as previous James Bond actor, Sir Roger Moore, appeared in a sketch written by David Walliams and the Dawson Brothers for Comic Relief's Red Nose Day on BBC One. In the sketch, they film a behind-the-scenes mockumentary on the filming of Spectre. The first teaser trailer for Spectre was released worldwide in March 2015, followed by the theatrical trailer in July and the final trailer in October.""]"
5,143,when did parents just don't understand come out,"Parents Just Don't Understand ""Parents Just Don't Understand"" is the", parents Just Don't understand The film was released on April,0.47619047619047616,"[""Season seven premiered on January 15, 2008, for a two-day, four-hour premiere. The media focused on the professional status of the season seven contestants, the so-called 'ringers', many of whom, including Kristy Lee Cook, Brooke White, Michael Johns, and in particular Carly Smithson, had prior recording contracts. Contestant David Hernandez also attracted some attention due to his past employment as a stripper."", ""To Kill a Mockingbird has been a source of significant controversy since its being the subject of classroom study as early as 1963. The book's racial slurs, profanity, and frank discussion of rape have led people to challenge its appropriateness in libraries and classrooms across the United States. The American Library Association reported that To Kill a Mockingbird was number 21 of the 100 most frequently challenged books of 2000–2009."", 'Buddhism /ˈbudɪzəm/ is a nontheistic religion[note 1] or philosophy (Sanskrit: धर्म dharma; Pali: धम्म dhamma) that encompasses a variety of traditions, beliefs and spiritual practices largely based on teachings attributed to Gautama Buddha, commonly known as the Buddha (""the awakened one""). According to Buddhist tradition, the Buddha lived and taught in the eastern part of the Indian subcontinent, present-day Nepal sometime between the 6th and 4th centuries BCE.[note 1] He is recognized by Buddhists as an awakened or enlightened teacher who shared his insights to help sentient beings end their suffering through the elimination of ignorance and craving. Buddhists believe that this is accomplished through the direct understanding and perception of dependent origination and the Four Noble Truths.', 'West\'s breakthrough came a year later on October 23, 2002, when, while driving home from a California recording studio after working late, he fell asleep at the wheel and was involved in a near-fatal car crash. The crash left him with a shattered jaw, which had to be wired shut in reconstructive surgery. The accident inspired West; two weeks after being admitted to the hospital, he recorded a song at the Record Plant Studios with his jaw still wired shut. The composition, ""Through The Wire"", expressed West\'s experience after the accident, and helped lay the foundation for his debut album, as according to West ""all the better artists have expressed what they were going through"". West added that ""the album was my medicine"", as working on the record distracted him from the pain. ""Through The Wire"" was first available on West\'s Get Well Soon... mixtape, released December 2002. At the same time, West announced that he was working on an album called The College Dropout, whose overall theme was to ""make your own decisions. Don\'t let society tell you, \'This is what you have to do.\'""', 'Season four premiered on January 18, 2005; this was the first season of the series to be aired in high definition, although the finale of season three was also aired in high definition. The number of those attending the auditions by now had increased to over 100,000 from the 10,000 of the first season. The age limit was raised to 28 in this season, and among those who benefited from this new rule were Constantine Maroulis and Bo Bice, the two rockers of the show.']"
